Code,Name,ROE,PER
093920,서원인텍,7.17,8.32
048910,대원미디어,6.34,95.34
419530,SAMG엔터,-37.09,-4.35
043260,성호전자,19.22,6.01
042500,링네트,14.25,7.68
302430,이노메트리,13.03,9.92
086960,MDS테크,1.29,"-1,200.00"
356680,엑스게이트,0.94,15.68
366030,공구우먼,16.03,10.89
019590,엠벤처투자,30.12,1.38
038460,바이오스마트,17.18,4.67
095190,이엠코리아,-2.87,-52.50
198440,강동씨앤엘,-15.72,-3.97
001540,안국약품,0.84,16.23
417790,트루엔,15.60,8.44
072020,중앙백신,6.15,18.27
041590,플래스크,-70.27,-2.80
239890,피엔에이치테크,14.35,18.74
411080,샌즈랩,2.06,-450.67
043650,국순당,-1.71,55.92
443250,레뷰코퍼레이션,10.61,20.87
111710,남화산업,10.14,6.86
053580,웹케시,5.44,26.79
302550,리메드,2.63,43.31
040420,정상제이엘에스,16.47,9.92
234300,에스트래픽,20.97,7.17
289080,SV인베스트먼트,5.91,23.76
126730,코칩,23.76,17.17
058400,KNN,3.97,12.46
226440,한송네오텍,-20.04,-25.93
293580,나우IB,2.07,131.12
059210,메타바이오메드,15.43,8.28
024880,케이피에프,10.23,4.91
054800,아이디스홀딩스,8.19,5.21
065710,서호전기,17.04,6.25
950200,소마젠,N/A,-16.49
309960,LB인베스트먼트,6.12,18.92
175250,아이큐어,-42.49,-3.42
420570,제이투케이바이오,33.76,19.37
391710,코닉오토메이션,9.63,26.76
300120,라온피플,-16.32,-11.22
086670,비엠티,14.82,7.03
054040,한국컴퓨터,16.12,4.88
053980,오상자이엘,28.45,13.44
450330,하스,13.76,40.92
041910,폴라리스AI파마,3.30,84.07
033310,엠투엔,2.30,20.91
199480,뱅크웨어글로벌,-228.62,-10.41
066410,버킷스튜디오,4.32,-22.61
388790,라이콤,-27.52,-43.00
066980,한성크린텍,0.73,14.39
217730,강스템바이오텍,-45.08,-4.05
170030,현대공업,9.36,8.23
199550,레이저옵텍,0.10,"4,125.00"
036710,심텍홀딩스,-54.52,-0.89
012790,신일제약,10.57,6.08
340360,다보링크,-10.34,-35.08
021320,KCC건설,2.31,15.83
226340,본느,-2.39,48.62
206400,베노티앤알,-10.52,-4.22
033170,시그네틱스,-12.38,-5.55
187870,디바이스이엔지,5.27,12.29
105330,케이엔더블유,2.02,46.48
464080,에스오에스랩,-31.32,8.32
090470,제이스텍,-0.81,-60.00
032850,비트컴퓨터,8.61,17.84
408920,메쎄이상,10.33,11.01
067370,선바이오,17.74,22.63
173130,오파스넷,25.71,10.52
054780,키이스트,-9.16,-13.64
432430,와이랩,-28.12,-13.39
263690,디알젬,12.02,9.41
033340,좋은사람들,5.06,64.47
064850,에프앤가이드,13.53,12.01
294630,서남,-118.98,-7.56
232680,라온테크,8.24,26.05
288620,에스퓨얼셀,-3.36,-76.34
159580,제로투세븐,1.20,-516.67
053260,금강철강,3.61,25.91
102370,케이옥션,-4.15,-15.07
065950,웰크론,-6.30,-22.08
263860,지니언스,12.69,17.40
083500,에프엔에스테크,2.81,27.89
172670,에이엘티,5.91,-42.64
403490,우듬지팜,4.45,61.97
456010,아이씨티케이,83.16,-7.75
250060,모비스,-1.69,"2,870.00"
199430,케이엔알시스템,-78.98,-16.53
446540,메가터치,-0.24,-886.00
073560,우리손에프앤지,0.61,28.13
049180,셀루메드,-97.63,-2.40
014200,광림,11.72,6.41
223250,드림씨아이에스,7.20,24.39
168360,펨트론,24.34,147.59
067290,JW신약,-102.71,-2.51
900340,윙입푸드,8.91,4.59
123420,위메이드플레이,2.00,-179.77
096630,에스코넥,-1.70,34.73
009780,엠에스씨,13.03,5.11
218150,미래생명자원,1.04,"-1,476.67"
036120,SCI평가정보,1.61,72.71
340930,유일에너테크,-19.46,-6.33
007820,에스엠코어,-31.38,-10.90
460940,피앤에스미캐닉스,20.50,50.11
091440,한울소재과학,-29.61,-9.89
408900,스튜디오미르,8.67,26.70
365270,큐라클,-26.32,-7.39
451220,아이엠티,-13.64,-32.88
052790,액토즈소프트,15.00,2.44
122310,제노레이,13.62,7.09
027830,대성창투,3.02,18.99
357580,아모센스,-3.84,78.71
059120,아진엑스텍,1.14,198.91
006140,피제이전자,4.97,11.49
093190,빅솔론,6.20,11.70
004650,창해에탄올,-2.99,-48.20
241520,DSC인베스트먼트,14.82,6.51
141000,비아트론,0.97,26.41
153710,옵티팜,-9.00,-37.62
351330,이삭엔지니어링,-0.97,-77.74
053450,세코닉스,9.75,8.99
036640,HRS,10.96,6.49
127980,화인써키트,N/A,10.57
216050,인크로스,11.47,7.49
348350,위드텍,5.64,14.24
011320,유니크,5.55,16.42
265560,영화테크,10.20,10.85
251630,브이원텍,2.75,40.37
225190,LK삼양,2.19,34.92
306620,네온테크,-11.92,-33.92
020710,시공테크,6.49,10.60
104540,코렌텍,5.81,31.30
038070,서린바이오,-0.14,-63.46
369370,블리츠웨이스튜디오,-31.02,-8.66
099220,SDN,-8.89,-7.76
208140,정다운,30.34,2.71
103840,우양,-9.56,-17.25
270870,뉴트리,4.68,9.48
017510,세명전기,1.75,60.65
225220,제놀루션,N/A,-14.22
105740,디케이락,9.41,11.42
352700,씨앤투스,2.01,41.93
068330,일신바이오,11.24,15.16
049430,코메론,7.63,5.39
115160,휴맥스,-24.96,-1.46
307930,컴퍼니케이,-7.65,-14.85
407400,꿈비,-10.37,-63.36
317850,대모,-0.52,-50.54
007370,진양제약,15.15,7.06
101170,우림피티에스,5.73,16.29
234100,폴라리스세원,2.98,23.06
263540,어스앤에어로스페이스,-668.28,-4.41
078860,아이오케이,-24.75,-3.31
204840,지엘팜텍,-26.42,-14.77
322180,티라유텍,-33.95,-11.32
036090,위지트,-18.81,-4.40
307870,비투엔,-81.66,-4.59
321370,센서뷰,-130.31,-4.18
036670,KCI,10.75,5.42
200230,텔콘RF제약,14.75,-1.94
024910,경창산업,7.15,14.84
109860,동일금속,0.20,-19.23
023440,제이스코홀딩스,N/A,-2.82
027580,상보,0.68,-141.70
050110,캠시스,-15.30,-6.84
109960,AP헬스케어,1.74,1.62
036010,아비코전자,-2.06,-28.77
376930,노을,-60.02,-4.14
126880,제이엔케이글로벌,3.33,162.95
038680,에스넷,24.26,4.11
308080,바이젠셀,150.62,-4.77
065530,와이어블,N/A,26.58
241770,메카로,-1.25,-26.66
128660,피제이메탈,N/A,6.36
011370,서한,2.15,7.31
217190,제너셈,9.00,16.91
101330,모베이스,5.11,3.38
073570,리튬포어스,-120.58,-0.26
038880,아이에이,-19.82,-4.08
355150,코스텍시스,-64.48,191.82
095270,웨이브일렉트로,1.04,22.50
304840,피플바이오,-137.93,-5.57
123840,뉴온,-58.94,-0.86
339950,아이비김영,18.92,9.16
452160,제이엔비,-8.88,-30.69
383930,디티앤씨알오,-42.66,-3.64
222810,세토피아,-96.38,-2.61
086040,바이오톡스텍,-10.17,-14.93
158430,아톤,12.38,6.69
331380,포커스에이치엔에스,11.31,-80.48
043910,자연과환경,6.18,13.26
104620,노랑풍선,16.22,10.34
043220,티에스넥스젠,0.08,578.00
037350,성도이엔지,1.54,8.10
215100,로보로보,4.59,81.22
203690,스피어파워,-108.98,-3.61
307180,아이엘사이언스,-173.51,-4.70
347000,센코,-2.88,-64.21
317770,엑스페릭스,-7.20,-17.16
396300,세아메카닉스,9.48,12.45
048430,유라테크,13.69,4.33
260660,알리코제약,3.45,-58.54
049550,잉크테크,5.18,13.49
222160,NPX,-30.94,-9.29
002230,피에스텍,2.98,-227.78
352910,오비고,1.11,897.14
088130,동아엘텍,-3.98,-20.22
431190,케이쓰리아이,15.76,50.24
065130,탑엔지니어링,6.74,24.29
037440,희림,9.09,11.06
039240,경남스틸,8.09,11.46
010170,대한광통신,-32.45,-1.79
347740,피엔케이피부임상연구센타,N/A,16.56
900100,애머릿지,-62.89,-2.03
094970,제이엠티,19.94,3.81
114450,그린생명과학,-36.93,-5.37
115440,우리넷,10.03,4.33
041520,이엘씨,-4.10,-16.51
010470,오리콤,8.77,7.85
155650,와이엠씨,12.42,7.18
078890,가온그룹,-9.55,-5.78
171120,라이온켐텍,5.63,13.08
024800,유성티엔에스,14.47,1.16
187420,제노포커스,-12.85,-52.66
241790,티이엠씨씨엔에스,13.08,6.55
052710,아모텍,-8.59,-6.04
082210,옵트론텍,27.87,7.72
189980,흥국에프엔비,9.32,10.56
033830,티비씨,5.00,12.88
442900,미래에셋드림스팩1호,2.94,46.56
130580,나이스디앤비,11.89,7.50
136410,아셈스,5.37,26.73
032540,TJ미디어,5.49,18.60
054930,유신,16.98,4.70
142760,모아라이프플러스,29.30,11.90
094850,참좋은여행,N/A,10.41
064480,브리지텍,6.99,22.88
224110,에이텍모빌리티,11.12,8.80
080530,코디,-25.04,-10.03
256630,포인트엔지니어링,-8.81,-11.79
072990,에이치시티,9.57,8.65
049480,오픈베이스,6.60,13.83
314130,지놈앤컴퍼니,-59.44,-3.44
160550,NEW,-9.94,-5.94
212560,네오오토,11.65,5.89
001840,이화공영,-2.93,-25.20
205500,액션스퀘어,-40.09,-5.80
377480,마음AI,-24.18,-9.84
017480,삼현철강,5.43,14.58
087260,모바일어플라이언스,4.47,83.70
237820,플레이디,3.60,17.74
204610,티쓰리,5.78,15.11
263800,데이타솔루션,4.96,66.47
080000,에스엔유,5.05,8.41
033540,파라텍,-15.31,-4.89
081150,티플랙스,-1.41,-31.35
361570,알비더블유,-4.72,-9.19
417840,저스템,N/A,-11.33
201490,미투온,6.17,9.85
106080,하이소닉,-81.98,-5.27
090410,덕신이피씨,23.52,3.41
008830,대동기어,3.44,24.54
088340,유라클,31.54,15.21
234920,자이글,-28.37,-6.46
359090,씨엔알리서치,14.21,14.53
317830,에스피시스템스,-1.54,-55.29
054920,한컴위드,0.64,-11.97
025550,한국선재,-1.99,-19.87
066130,하츠,6.04,9.41
250000,보라티알,11.80,7.48
368600,아이씨에이치,-17.95,-10.78
105760,포스뱅크,20.77,7.79
042110,에스씨디,4.02,11.08
389140,포바이포,-39.65,-3.23
241840,에이스토리,8.13,16.13
192250,케이사인,5.84,25.77
057680,티사이언티픽,-29.38,-2.13
377030,맥스트,-41.51,-4.39
363250,진시스템,N/A,-8.51
321260,프로이천,9.92,15.18
311390,네오크레마,-11.46,-8.94
053290,NE능률,1.25,-21.90
066310,큐에스아이,3.31,262.07
037330,인지디스플레,8.29,3.69
066670,디티씨,2.29,25.75
263700,케어랩스,-31.96,-2.89
069920,아이에스이커머스,-30.90,-2.92
044060,조광ILI,-46.08,-2.06
336060,웨이버스,22.76,11.83
071670,에이테크솔루션,1.89,50.00
050960,수산아이앤티,6.74,15.24
041460,한국전자인증,4.74,34.62
101000,KS인더스트리,27.62,16.15
223310,딥마인드,-5.69,-19.39
150900,파수,13.23,14.44
052770,아이톡시,-47.93,-6.79
331920,셀레믹스,N/A,-22.89
032940,원익,-1.18,-7.38
246720,아스타,-41.95,-19.00
330730,스톤브릿지벤처스,7.08,16.41
417970,모델솔루션,1.72,68.47
115500,케이씨에스,14.69,27.68
271830,팸텍,13.30,8.38
254120,자비스,-20.86,-19.35
196300,애니젠,-75.93,-7.13
246960,SCL사이언스,-31.47,-14.17
236810,엔비티,-8.61,-19.05
246250,에스엘에스바이오,14.22,43.33
189690,포시에스,7.66,12.17
327260,RF머트리얼즈,-1.53,-57.55
037370,EG,-12.79,-7.56
222040,코스맥스엔비티,-16.29,-6.64
097780,에코볼트,6.59,3.86
053270,구영테크,19.63,3.46
046120,오르비텍,-4.01,90.56
052220,iMBC,3.63,53.00
051490,나라엠앤디,9.22,8.19
094840,슈프리마에이치큐,19.45,1.89
140430,카티스,11.09,31.65
115310,인포바인,6.87,8.93
187660,에이디엠코리아,-10.33,-18.86
171010,램테크놀러지,-5.73,-21.14
265740,엔에프씨,6.23,53.84
290090,트윔,4.50,28.41
039020,이건홀딩스,-4.35,-7.04
413640,비아이매트릭스,-8.79,-31.51
277070,린드먼아시아,6.63,19.75
024740,한일단조,6.46,12.51
109670,씨싸이트,-8.20,-15.20
067170,오텍,-14.94,-4.17
320000,한울반도체,6.65,-335.00
017650,대림제지,7.37,3.55
192410,휴림네트웍스,-26.98,-3.29
217500,러셀,4.89,38.68
306040,에스제이그룹,9.93,9.07
950110,SBI핀테크솔루션즈,0.11,"1,355.00"
363260,모비데이즈,-2.28,-28.52
009730,이렘,0.29,-73.28
089790,제이티,9.60,10.16
214870,뉴지랩파마,-10.79,5.16
044960,이글벳,6.74,22.36
015710,코콤,2.49,23.03
227610,아우딘퓨쳐스,-1.35,-5.57
239610,에이치엘사이언스,-1.33,-28.82
450520,인스웨이브시스템즈,15.43,18.74
032790,엠젠솔루션,-50.71,-2.41
314140,알피바이오,5.61,14.74
060850,영림원소프트랩,8.54,22.74
168330,내츄럴엔도텍,-13.13,-15.07
130500,GH신소재,2.82,23.84
290740,액트로,8.71,8.70
054540,삼영엠텍,9.32,13.43
163730,핑거,9.57,17.97
039830,오로라,5.41,9.61
084180,수성웹툰,-12.31,-7.13
063440,SM Life Design,8.67,11.22
347770,핌스,4.81,-17.90
122350,삼기,5.45,7.62
033320,제이씨현시스템,-2.53,67.65
277410,인산가,8.52,13.98
219750,한국비티비,-516.11,-0.83
064520,테크엘,8.26,8.25
004780,대륙제관,9.60,4.83
053350,이니텍,-0.26,-212.67
010240,흥국,13.77,5.08
347700,라이프시맨틱스,N/A,-4.19
038870,에코바이오,3.16,29.54
018680,서울제약,9.51,99.81
046390,삼화네트웍스,-2.17,27.98
101240,씨큐브,4.83,8.19
198080,엔피디,3.58,3.51
057030,YBM넷,10.04,13.00
038010,제일테크노스,26.24,2.32
073640,테라사이언스,-3.64,-8.18
355390,크라우드웍스,-102.83,-6.28
039420,케이엘넷,14.53,7.11
036170,클라우드에어,7.15,7.78
087600,픽셀플러스,-0.51,37.21
323350,다원넥스뷰,-1.65,582.86
033130,디지틀조선,4.10,16.86
220180,핸디소프트,3.15,49.08
430690,한싹,13.18,15.23
006050,국영지앤엠,1.61,104.12
072470,우리산업홀딩스,6.05,7.51
014570,고려제약,-6.08,-11.59
096350,대창솔루션,8.27,53.71
123570,이엠넷,4.50,12.32
014970,삼륭물산,3.37,30.04
129920,대성하이텍,-10.10,-6.15
127120,디엔에이링크,-20.66,-13.17
092300,현우산업,10.78,4.55
024950,삼천리자전거,5.49,13.72
021880,메이슨캐피탈,8.05,13.33
019540,일지테크,29.93,1.84
226360,KH 건설,-2.75,-2.66
052670,제일바이오,-4.51,-42.45
214270,FSN,-24.56,-2.98
081580,성우전자,-0.15,-42.91
170790,파이오링크,13.81,10.97
023770,플레이위드,-21.71,-27.74
049080,기가레인,-19.35,-4.82
256150,한독크린텍,9.67,11.85
227950,엔투텍,10.34,6.59
039290,인포뱅크,9.09,-34.16
019990,에너토크,-2.07,-72.24
068050,팬엔터테인먼트,9.89,8.04
219420,링크제니시스,2.93,108.33
083550,케이엠,-2.80,-15.82
100030,인지소프트,10.44,9.88
406820,뷰티스킨,-25.49,-6.40
276730,제주맥주,-52.40,-5.00
242040,나무기술,-7.95,-15.89
056730,CNT85,18.08,-160.20
353590,오토앤,-3.78,-73.17
033560,블루콤,-1.73,-31.26
014190,원익큐브,4.86,13.19
303030,지니틱스,-30.88,-42.49
007680,대원,-18.39,-0.97
058110,멕아이씨에스,-27.49,-3.77
007720,대명소노시즌,-0.04,-48.75
097870,효성오앤비,1.75,11.27
070300,엑스큐어,N/A,-27.55
440290,HB인베스트먼트,16.55,4.89
376290,씨유테크,0.91,6.90
049630,재영솔루텍,1.94,15.56
042040,케이피엠테크,4.87,-4.53
122690,서진오토모티브,10.22,6.73
099520,DGI,-22.96,-9.58
067920,이글루,11.97,9.43
008370,원풍,7.52,8.35
066910,손오공,-58.45,-3.41
378800,샤페론,N/A,-2.95
089530,에이티세미콘,-46.23,-1.74
052900,KX하이텍,3.90,12.96
083660,CSA 코스믹,-54.53,-7.21
318000,KBG,11.91,11.46
303530,이노뎁,2.62,-38.02
013720,CBI,-36.69,-2.75
245620,EDGC,-94.13,-1.11
066900,디에이피,-4.10,-8.89
032680,소프트센,-18.91,-5.27
016100,리더스코스메틱,0.54,55.56
062860,티엘아이,-12.69,-5.63
004590,한국가구,6.53,5.59
037230,한국팩키지,4.68,13.41
291650,압타머사이언스,-60.85,-4.46
307280,원바이오젠,18.61,11.02
013810,스페코,-3.71,-22.23
016600,큐캐피탈,5.38,7.42
290380,대유,-23.08,-2.70
204020,그리티,11.72,5.74
100590,머큐리,N/A,13.95
104200,NHN벅스,-7.10,-8.32
301300,바이브컴퍼니,82.83,-5.59
037030,파워넷,-0.21,6.00
377220,프롬바이오,-13.46,-3.87
022220,TKG애강,5.61,12.79
373110,엑셀세라퓨틱스,-170.80,-4.88
049120,파인디앤씨,-35.74,-4.58
071850,캐스텍코리아,-19.60,-2.28
069540,빛과전자,-37.53,-2.02
318020,포인트모바일,10.91,14.52
347860,알체라,-124.43,-2.56
088910,동우팜투테이블,12.80,3.00
196450,코아시아씨엠,-31.00,-3.18
053620,태양,4.15,11.31
039010,현대에이치티,-1.41,97.73
419120,산돌,5.84,20.20
094940,푸른기술,7.32,28.05
129890,앱코,3.17,7.74
288980,모아데이타,0.65,-533.00
133750,메가엠디,-5.00,130.00
217480,에스디생명공학,-19.57,7.13
040610,SG&G,6.06,2.26
025440,DH오토웨어,1.05,N/A
412350,레이저쎌,-0.51,-178.86
046940,우원개발,1.43,25.12
290720,푸드나무,-56.59,-2.23
099390,브레인즈컴퍼니,N/A,10.59
263920,휴엠앤씨,29.14,8.60
007530,와이엠,2.20,31.44
238490,힘스,8.58,4.90
263770,유에스티,15.82,5.81
073110,엘엠에스,-14.57,-7.91
056700,신화인터텍,-17.63,-7.71
100660,서암기계공업,2.97,63.81
057540,옴니시스템,0.75,17.52
098120,마이크로컨텍솔,14.22,7.02
318410,비비씨,7.90,11.36
215380,우정바이오,-19.55,-19.17
309930,오하임앤컴퍼니,8.38,18.48
080010,이상네트웍스,5.23,6.72
376180,피코그램,13.28,11.42
016250,SGC E&C,-14.22,-1.41
360350,코셈,14.35,27.60
024830,세원물산,4.24,4.51
239340,이스트에이드,-25.73,-8.15
053590,한국테크놀로지,-165.47,-1.82
238120,얼라인드,10.76,15.25
005670,푸드웰,3.79,11.59
148930,에이치와이티씨,9.73,13.28
418250,시큐레터,-47.17,-8.26
221980,케이디켐,5.43,9.11
299170,더블유에스아이,7.37,22.89
003310,대주산업,13.94,4.87
279600,미디어젠,-40.04,-13.83
405920,나라셀라,-1.85,-16.71
335810,프리시젼바이오,-13.73,-8.91
200780,비씨월드제약,3.27,59.90
229000,젠큐릭스,-190.21,-3.50
096610,알에프세미,-194.16,-1.08
053160,프리엠스,1.25,-132.15
240600,유진테크놀로지,-5.49,-9.67
038060,루멘스,4.18,14.86
031310,아이즈비전,-1.55,4.37
417860,오브젠,-130.18,-7.32
045060,오공,8.33,5.25
263020,디케이앤디,10.76,6.42
134580,탑코미디어,-32.79,-3.99
138070,신진에스엠,5.23,15.93
221800,유투바이오,1.80,71.67
050860,아세아텍,7.60,6.71
452300,캡스톤파트너스,-16.55,-9.88
052300,씨티프라퍼티,-12.28,-3.08
273060,와이즈버즈,N/A,34.48
075970,동국알앤에스,0.60,144.21
037760,쎄니트,3.12,23.60
285800,진영,-5.99,-27.75
046970,우리로,-11.57,-8.60
389030,지니너스,N/A,-4.84
352770,클리노믹스,-92.30,-0.94
195500,마니커에프앤지,3.16,14.09
019770,서연탑메탈,10.59,5.21
173940,에프엔씨엔터,-20.61,-5.52
088290,이원컴포텍,-4.84,-2.55
126640,화신정공,8.22,5.34
263810,상신전자,5.29,17.49
376980,원티드랩,3.61,179.29
088800,에이스테크,-172.22,-0.62
247660,나노씨엠에스,-14.30,-13.12
222110,팬젠,-30.14,-16.66
377330,이지트로닉스,N/A,-15.90
189860,서전기전,-11.61,-11.36
047770,코데즈컴바인,6.02,16.68
034940,조아제약,-22.41,-3.98
440320,오픈놀,N/A,33.15
096690,에이루트,-7.63,-1.37
419540,비스토스,4.68,29.65
373200,엑스플러스,-87.59,-4.92
091590,남화토건,-7.34,-2.59
140520,대창스틸,1.69,-253.33
177830,파버나인,0.19,44.87
085910,네오티스,-5.68,-24.82
332370,아이디피,11.42,6.42
043340,에쎈테크,-36.43,-5.04
082660,코스나인,-20.25,-6.23
017000,신원종합개발,8.45,5.62
032980,바이온,-30.91,-6.90
033200,모아텍,0.08,828.75
048770,TPC,-16.55,-7.56
355690,에이텀,-440.64,-5.10
060230,소니드,-43.66,-1.07
424980,마이크로투나노,-26.33,-5.45
139670,키네마스터,20.02,16.76
298060,에스씨엠생명과학,-106.53,-1.95
137080,나래나노텍,-13.18,-2.44
065170,비엘팜텍,-0.46,-32.81
434480,모니터랩,-5.57,-41.87
080520,오디텍,2.39,3.86
448740,삼성스팩8호,3.12,48.63
114630,폴라리스우노,8.10,6.23
332290,누보,-23.28,-32.35
060540,에스에이티,1.62,24.21
032960,동일기연,3.53,41.89
131220,대한과학,10.17,12.30
036690,코맥스,-18.07,-6.02
049830,승일,0.29,-232.81
153490,우리이앤엘,6.89,5.31
274400,이노시뮬레이션,-1.14,-98.81
024120,KB오토시스,1.02,-29.30
131100,티엔엔터테인먼트,-25.50,-2.76
036180,지더블유바이텍,-52.02,-2.09
290120,DH오토리드,-8.75,-5.38
246690,TS인베스트먼트,13.55,6.66
153460,네이블,-4.49,-32.55
052600,한네트,6.81,17.39
128540,에코캡,2.33,-15.17
438700,버넥트,-29.99,-3.82
045520,크린앤사이언스,3.28,23.52
090150,아이윈,-61.26,-1.29
276040,스코넥,-21.75,-7.44
056360,코위버,0.61,-71.09
348030,모비릭스,-6.40,-9.36
080720,한국유니온제약,-46.00,-2.32
109080,옵티시스,4.46,36.47
222980,한국맥널티,-9.52,-18.10
101390,아이엠,-73.83,-1.44
111870,KH 미래물산,17.31,3.40
189330,씨이랩,-36.35,-6.21
435620,하나금융25호스팩,3.14,36.64
028080,휴맥스홀딩스,-27.64,-1.78
405000,플라즈맵,-215.41,-2.62
262840,아이퀘스트,7.10,15.00
318010,팜스빌,5.23,15.71
088280,쏘닉스,-15.21,-6.93
066360,체리부로,18.33,2.81
290520,신도기연,-5.60,-12.92
032580,피델릭스,2.15,-68.00
228340,동양파일,4.12,12.59
007770,한일화학,-13.25,-7.91
068100,케이웨더,-26.05,-15.52
340810,씨유박스,-77.96,-3.88
367000,플래티어,-7.23,-13.13
079170,한창산업,2.52,5.83
127710,아시아경제,-13.07,-1.58
900310,컬러레이,2.16,12.69
045340,토탈소프트,18.58,10.07
372800,아이티아이즈,-32.80,-33.65
208640,썸에이지,-40.90,-3.43
038620,위즈코프,1.81,52.58
018700,바른손,-31.01,-2.70
038950,파인디지털,2.32,54.01
208860,엔지스테크널러지,-71.17,18.07
290660,네오펙트,-28.03,-5.92
373170,엠아이큐브솔루션,17.69,13.71
048470,대동스틸,-3.06,-18.34
051390,YW,6.82,7.70
046310,백금T&A,24.22,4.02
252500,세화피앤씨,7.25,17.49
038530,케이바이오,-19.49,-3.36
143540,영우디에스피,-36.84,-5.09
258610,케일럼,-129.12,-1.05
021040,대호특수강,-7.19,35.71
051380,피씨디렉트,1.75,66.88
138360,협진,-4.91,-13.00
417180,핑거스토리,9.06,18.48
021650,한국큐빅,9.94,4.83
024940,PN풍년,4.61,18.65
067010,이씨에스,4.75,15.42
169330,엠브레인,12.53,19.43
065060,지엔코,-7.49,-7.19
199730,바이오인프라,7.72,-51.88
052860,아이앤씨,-0.68,-14.87
032750,삼진,0.13,-25.25
331520,밸로프,3.37,28.32
354200,엔젠바이오,-61.40,-3.07
032800,판타지오,-49.42,-1.43
025880,케이씨피드,10.51,5.50
076080,웰크론한텍,-7.17,-9.10
198940,한주라이트메탈,-40.49,-2.06
038340,MIT,-4.46,-8.11
197140,디지캡,-7.60,-16.96
037400,우리엔터프라이즈,3.77,7.57
286750,나노브릭,-63.32,-15.93
078590,휴림에이텍,21.00,4.68
187220,디티앤씨,-15.98,-2.59
065500,오리엔트정공,-14.37,-7.15
147760,피엠티,-11.45,-5.73
036000,예림당,7.08,4.52
131090,시큐브,13.36,6.95
340440,세림B&G,12.24,9.84
192390,윈하이텍,9.90,3.04
010280,쌍용정보통신,9.00,60.30
035620,바른손이앤에이,-16.78,-3.46
415380,스튜디오삼익,12.01,14.24
001810,무림SP,-2.86,-67.81
303360,프로티아,2.34,25.38
210120,빅텐츠,-1.40,-140.23
353190,휴럼,8.98,14.07
187270,신화콘텍,6.70,7.72
036480,대성미생물,-1.78,-33.61
115530,씨엔플러스,3.42,-94.50
222420,쎄노텍,-14.26,-6.39
312610,에이에프더블류,-4.69,-10.08
065440,이루온,8.57,6.80
089150,케이씨티,3.36,29.01
002290,삼일기업공사,5.99,10.18
289010,아이스크림에듀,N/A,-2.20
267790,배럴,19.47,8.76
117670,알파홀딩스,-54.02,-1.38
221840,하이즈항공,-15.12,-4.47
322780,코퍼스코리아,6.32,-13.39
429270,시지트로닉스,-27.13,-7.60
072950,빛샘전자,5.82,9.57
054300,팬스타엔터프라이즈,0.55,80.00
054180,메디콕스,-51.61,-0.73
115610,이미지스,-54.91,-16.81
238200,비피도,2.08,151.50
356890,싸이버원,N/A,19.02
317120,라닉스,-43.04,-5.85
089140,넥스턴바이오,7.86,3.41
290270,휴네시온,17.44,4.92
047080,한빛소프트,-64.30,-4.76
452980,신한제11호스팩,N/A,77.88
060240,스타코링크,-37.49,-2.38
079000,와토스코리아,3.39,14.07
900270,헝셩그룹,-0.27,80.00
058450,한주에이알티,-39.27,-5.70
053950,경남제약,-24.26,-1.65
065370,위세아이텍,N/A,-16.31
348080,큐라티스,-231.23,-2.15
099410,동방선기,14.67,8.12
361670,삼영에스앤씨,-11.40,-13.05
190650,코리아에셋투자증권,6.41,6.17
203450,유니온커뮤니티,7.99,18.99
052460,아이크래프트,12.86,4.19
093380,풍강,7.83,19.35
119500,포메탈,3.92,22.39
115480,씨유메디칼,-14.59,-3.92
439250,삼성스팩7호,2.63,39.46
020180,대신정보통신,20.86,5.39
900300,오가닉티코스메틱,-25.93,-0.33
043710,서울리거,-11.56,-2.02
131760,파인텍,-23.23,-14.41
328380,솔트웨어,3.54,56.78
148780,비큐AI,6.05,27.15
137940,넥스트아이,-17.89,-2.00
075130,플랜티넷,2.29,7.98
051780,큐로홀딩스,-18.75,-3.45
297570,알로이스,13.61,7.74
368970,오에스피,N/A,-308.33
362990,드림인사이트,19.56,8.46
076610,해성옵틱스,-3.44,16.49
196490,디에이테크놀로지,-81.92,-0.50
083470,이엠앤아이,-2.95,-201.12
351320,에스에이티이엔지,-27.57,-4.56
031510,오스템,8.86,12.97
040160,누리플렉스,3.63,-7.18
146060,율촌,-55.44,-1.69
060380,동양에스텍,5.46,13.25
095910,에스에너지,-8.47,-2.95
086060,진바이오텍,5.51,13.01
208710,바이오로그디바이스,-21.08,-2.55
188260,세니젠,"-1,860.17",-3.53
317240,TS트릴리온,-7.17,-44.86
380540,옵티코어,-21.66,-5.21
059100,아이컴포넌트,-7.57,-31.42
044480,빌리언스,-68.02,-2.17
079190,케스피온,14.16,-124.29
184230,SGA솔루션즈,-1.74,-12.67
012620,원일특강,5.28,4.48
333050,모코엠시스,5.45,36.62
104040,대성파인텍,-4.06,-17.04
094860,네오리진,-18.70,-4.05
237750,피앤씨테크,5.19,9.46
008470,부스타,1.86,36.89
006920,모헨즈,28.25,4.61
069410,엔텔스,-2.57,-22.34
016920,카스,2.75,22.05
042940,상지건설,43.07,1.02
299910,애닉,25.38,-6.39
089230,THE E&M,-73.77,-0.79
296640,이노룰스,0.11,36.13
012340,뉴인텍,-51.13,-2.24
110020,전진바이오팜,-81.59,-121.90
091340,S&K폴리텍,-6.85,-16.28
179530,애드바이오텍,-19.36,-4.64
